"dataset","feature_method","clustering_method","k_policy","n_requested","n_features_realised","value","baron_repaired"
"Fletcher","FEAST","Refined Louvain","estimated",0,2918,0.547411361367877,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",0,2918,0.604344934604301,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",0,2500,0.572889108111744,FALSE
"Fletcher","Variance","Refined Louvain","estimated",0,2918,0.601073027978539,FALSE
"Fletcher","DIFS","SC3","estimated",0,2918,0.717009980887662,FALSE
"Fletcher","FEAST","SC3","estimated",0,2918,0.669504408634843,FALSE
"Fletcher","GateOnly","SC3","estimated",0,2918,0.722284871616933,FALSE
"Fletcher","Seurat","SC3","estimated",0,2500,0.697489973412645,FALSE
"Fletcher","Variance","SC3","estimated",0,2918,0.70163091575709,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",100,100,0.466968857550575,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",100,100,0.393373662914146,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",100,100,0.26979738823615,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",100,100,0.475331717536869,FALSE
"Fletcher","Variance","Refined Louvain","estimated",100,100,0.416705680399501,FALSE
"Fletcher","DIFS","SC3","estimated",100,100,0.605910710542863,FALSE
"Fletcher","FEAST","SC3","estimated",100,100,0.372246189243601,FALSE
"Fletcher","GateOnly","SC3","estimated",100,100,0.314117647058824,FALSE
"Fletcher","Seurat","SC3","estimated",100,100,0.487937805562235,FALSE
"Fletcher","Variance","SC3","estimated",100,100,0.488718104035739,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",200,200,0.554999557169427,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",200,200,0.507190837065105,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",200,200,0.309831600751851,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",200,200,0.455285211125056,FALSE
"Fletcher","Variance","Refined Louvain","estimated",200,200,0.513890568928672,FALSE
"Fletcher","DIFS","SC3","estimated",200,200,0.62582654323621,FALSE
"Fletcher","FEAST","SC3","estimated",200,200,0.504077625915578,FALSE
"Fletcher","GateOnly","SC3","estimated",200,200,0.417897931475122,FALSE
"Fletcher","Seurat","SC3","estimated",200,200,0.508519637462236,FALSE
"Fletcher","Variance","SC3","estimated",200,200,0.587120396295499,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",300,300,0.707276995305164,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",300,300,0.625726104559057,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",300,300,0.410097719869707,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",300,300,0.462707416186929,FALSE
"Fletcher","Variance","Refined Louvain","estimated",300,300,0.536825726141079,FALSE
"Fletcher","DIFS","SC3","estimated",300,300,0.669113858835652,FALSE
"Fletcher","FEAST","SC3","estimated",300,300,0.618980048159615,FALSE
"Fletcher","GateOnly","SC3","estimated",300,300,0.516398230827005,FALSE
"Fletcher","Seurat","SC3","estimated",300,300,0.585218093699515,FALSE
"Fletcher","Variance","SC3","estimated",300,300,0.636363636363636,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",500,500,0.647064045093427,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",500,500,0.678574687471485,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",500,500,0.443183230456937,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",500,500,0.474579138820743,FALSE
"Fletcher","Variance","Refined Louvain","estimated",500,500,0.532773245667438,FALSE
"Fletcher","DIFS","SC3","estimated",500,500,0.67541837431694,FALSE
"Fletcher","FEAST","SC3","estimated",500,500,0.643330692573907,FALSE
"Fletcher","GateOnly","SC3","estimated",500,500,0.611921763427507,FALSE
"Fletcher","Seurat","SC3","estimated",500,500,0.597237172587011,FALSE
"Fletcher","Variance","SC3","estimated",500,500,0.628961055990209,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",750,750,0.729271944600412,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",750,750,0.549907170011493,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",750,750,0.438796463143779,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",750,750,0.447953812192223,FALSE
"Fletcher","Variance","Refined Louvain","estimated",750,750,0.540930518548883,FALSE
"Fletcher","DIFS","SC3","estimated",750,750,0.670299375403834,FALSE
"Fletcher","FEAST","SC3","estimated",750,750,0.67893598615917,FALSE
"Fletcher","GateOnly","SC3","estimated",750,750,0.663214768122467,FALSE
"Fletcher","Seurat","SC3","estimated",750,750,0.612567029925618,FALSE
"Fletcher","Variance","SC3","estimated",750,750,0.668554861730598,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",1000,1000,0.6532437442076,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",1000,1000,0.613791172902865,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",1000,1000,0.566147368421053,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",1000,1000,0.482292115467471,FALSE
"Fletcher","Variance","Refined Louvain","estimated",1000,1000,0.574488380159556,FALSE
"Fletcher","DIFS","SC3","estimated",1000,1000,0.689655172413793,FALSE
"Fletcher","FEAST","SC3","estimated",1000,1000,0.682514734774067,FALSE
"Fletcher","GateOnly","SC3","estimated",1000,1000,0.653014888879186,FALSE
"Fletcher","Seurat","SC3","estimated",1000,1000,0.664486065059593,FALSE
"Fletcher","Variance","SC3","estimated",1000,1000,0.72190837673228,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",1500,1500,0.59062386322299,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",1500,1500,0.602288228822882,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",1500,1500,0.572981092065736,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",1500,1500,0.484191468692043,FALSE
"Fletcher","Variance","Refined Louvain","estimated",1500,1500,0.567527456218462,FALSE
"Fletcher","DIFS","SC3","estimated",1500,1500,0.710497431619616,FALSE
"Fletcher","FEAST","SC3","estimated",1500,1500,0.647214111435543,FALSE
"Fletcher","GateOnly","SC3","estimated",1500,1500,0.695601552393273,FALSE
"Fletcher","Seurat","SC3","estimated",1500,1500,0.613593828456658,FALSE
"Fletcher","Variance","SC3","estimated",1500,1500,0.670788815639918,FALSE
"Fletcher","DIFS","Refined Louvain","estimated",2500,2500,0.658741129849783,FALSE
"Fletcher","FEAST","Refined Louvain","estimated",2500,2500,0.542308198447164,FALSE
"Fletcher","GateOnly","Refined Louvain","estimated",2500,2500,0.547322242974417,FALSE
"Fletcher","Seurat","Refined Louvain","estimated",2500,2500,0.572889108111744,FALSE
"Fletcher","Variance","Refined Louvain","estimated",2500,2500,0.582713175071717,FALSE
"Fletcher","DIFS","SC3","estimated",2500,2500,0.733053625278615,FALSE
"Fletcher","FEAST","SC3","estimated",2500,2500,0.681366514245515,FALSE
"Fletcher","GateOnly","SC3","estimated",2500,2500,0.715590846994536,FALSE
"Fletcher","Seurat","SC3","estimated",2500,2500,0.697489973412645,FALSE
"Fletcher","Variance","SC3","estimated",2500,2500,0.70624192854068,FALSE
"Fletcher","DIFS","Refined Louvain","true",0,2918,0.665842738550508,FALSE
"Fletcher","FEAST","Refined Louvain","true",0,2918,0.547411361367877,FALSE
"Fletcher","GateOnly","Refined Louvain","true",0,2918,0.604344934604301,FALSE
"Fletcher","Seurat","Refined Louvain","true",0,2500,0.572889108111744,FALSE
"Fletcher","Variance","Refined Louvain","true",0,2918,0.601073027978539,FALSE
"Fletcher","DIFS","SC3","true",0,2918,0.717009980887662,FALSE
"Fletcher","FEAST","SC3","true",0,2918,0.669504408634843,FALSE
"Fletcher","GateOnly","SC3","true",0,2918,0.722284871616933,FALSE
"Fletcher","Seurat","SC3","true",0,2500,0.697489973412645,FALSE
"Fletcher","Variance","SC3","true",0,2918,0.70163091575709,FALSE
"Fletcher","DIFS","Refined Louvain","true",100,100,0.466968857550575,FALSE
"Fletcher","FEAST","Refined Louvain","true",100,100,0.393373662914146,FALSE
"Fletcher","GateOnly","Refined Louvain","true",100,100,0.26979738823615,FALSE
"Fletcher","Seurat","Refined Louvain","true",100,100,0.475331717536869,FALSE
"Fletcher","Variance","Refined Louvain","true",100,100,0.416705680399501,FALSE
"Fletcher","DIFS","SC3","true",100,100,0.605910710542863,FALSE
"Fletcher","FEAST","SC3","true",100,100,0.372246189243601,FALSE
"Fletcher","GateOnly","SC3","true",100,100,0.314117647058824,FALSE
"Fletcher","Seurat","SC3","true",100,100,0.487937805562235,FALSE
"Fletcher","Variance","SC3","true",100,100,0.488718104035739,FALSE
"Fletcher","DIFS","Refined Louvain","true",200,200,0.554999557169427,FALSE
"Fletcher","FEAST","Refined Louvain","true",200,200,0.507190837065105,FALSE
"Fletcher","GateOnly","Refined Louvain","true",200,200,0.309831600751851,FALSE
"Fletcher","Seurat","Refined Louvain","true",200,200,0.455285211125056,FALSE
"Fletcher","Variance","Refined Louvain","true",200,200,0.513890568928672,FALSE
"Fletcher","DIFS","SC3","true",200,200,0.62582654323621,FALSE
"Fletcher","FEAST","SC3","true",200,200,0.504077625915578,FALSE
"Fletcher","GateOnly","SC3","true",200,200,0.417897931475122,FALSE
"Fletcher","Seurat","SC3","true",200,200,0.508519637462236,FALSE
"Fletcher","Variance","SC3","true",200,200,0.587120396295499,FALSE
"Fletcher","DIFS","Refined Louvain","true",300,300,0.707276995305164,FALSE
"Fletcher","FEAST","Refined Louvain","true",300,300,0.625726104559057,FALSE
"Fletcher","GateOnly","Refined Louvain","true",300,300,0.410097719869707,FALSE
"Fletcher","Seurat","Refined Louvain","true",300,300,0.462707416186929,FALSE
"Fletcher","Variance","Refined Louvain","true",300,300,0.536825726141079,FALSE
"Fletcher","DIFS","SC3","true",300,300,0.669113858835652,FALSE
"Fletcher","FEAST","SC3","true",300,300,0.618980048159615,FALSE
"Fletcher","GateOnly","SC3","true",300,300,0.516398230827005,FALSE
"Fletcher","Seurat","SC3","true",300,300,0.585218093699515,FALSE
"Fletcher","Variance","SC3","true",300,300,0.636363636363636,FALSE
"Fletcher","DIFS","Refined Louvain","true",500,500,0.647064045093427,FALSE
"Fletcher","FEAST","Refined Louvain","true",500,500,0.678574687471485,FALSE
"Fletcher","GateOnly","Refined Louvain","true",500,500,0.443183230456937,FALSE
"Fletcher","Seurat","Refined Louvain","true",500,500,0.474579138820743,FALSE
"Fletcher","Variance","Refined Louvain","true",500,500,0.532773245667438,FALSE
"Fletcher","DIFS","SC3","true",500,500,0.67541837431694,FALSE
"Fletcher","FEAST","SC3","true",500,500,0.643330692573907,FALSE
"Fletcher","GateOnly","SC3","true",500,500,0.611921763427507,FALSE
"Fletcher","Seurat","SC3","true",500,500,0.597237172587011,FALSE
"Fletcher","Variance","SC3","true",500,500,0.628961055990209,FALSE
"Fletcher","DIFS","Refined Louvain","true",750,750,0.729271944600412,FALSE
"Fletcher","FEAST","Refined Louvain","true",750,750,0.549907170011493,FALSE
"Fletcher","GateOnly","Refined Louvain","true",750,750,0.438796463143779,FALSE
"Fletcher","Seurat","Refined Louvain","true",750,750,0.447953812192223,FALSE
"Fletcher","Variance","Refined Louvain","true",750,750,0.540930518548883,FALSE
"Fletcher","DIFS","SC3","true",750,750,0.670299375403834,FALSE
"Fletcher","FEAST","SC3","true",750,750,0.67893598615917,FALSE
"Fletcher","GateOnly","SC3","true",750,750,0.663214768122467,FALSE
"Fletcher","Seurat","SC3","true",750,750,0.612567029925618,FALSE
"Fletcher","Variance","SC3","true",750,750,0.668554861730598,FALSE
"Fletcher","DIFS","Refined Louvain","true",1000,1000,0.6532437442076,FALSE
"Fletcher","FEAST","Refined Louvain","true",1000,1000,0.613791172902865,FALSE
"Fletcher","GateOnly","Refined Louvain","true",1000,1000,0.566147368421053,FALSE
"Fletcher","Seurat","Refined Louvain","true",1000,1000,0.482292115467471,FALSE
"Fletcher","Variance","Refined Louvain","true",1000,1000,0.574488380159556,FALSE
"Fletcher","DIFS","SC3","true",1000,1000,0.689655172413793,FALSE
"Fletcher","FEAST","SC3","true",1000,1000,0.682514734774067,FALSE
"Fletcher","GateOnly","SC3","true",1000,1000,0.653014888879186,FALSE
"Fletcher","Seurat","SC3","true",1000,1000,0.664486065059593,FALSE
"Fletcher","Variance","SC3","true",1000,1000,0.72190837673228,FALSE
"Fletcher","DIFS","Refined Louvain","true",1500,1500,0.59062386322299,FALSE
"Fletcher","FEAST","Refined Louvain","true",1500,1500,0.602288228822882,FALSE
"Fletcher","GateOnly","Refined Louvain","true",1500,1500,0.572981092065736,FALSE
"Fletcher","Seurat","Refined Louvain","true",1500,1500,0.484191468692043,FALSE
"Fletcher","Variance","Refined Louvain","true",1500,1500,0.567527456218462,FALSE
"Fletcher","DIFS","SC3","true",1500,1500,0.710497431619616,FALSE
"Fletcher","FEAST","SC3","true",1500,1500,0.647214111435543,FALSE
"Fletcher","GateOnly","SC3","true",1500,1500,0.695601552393273,FALSE
"Fletcher","Seurat","SC3","true",1500,1500,0.613593828456658,FALSE
"Fletcher","Variance","SC3","true",1500,1500,0.670788815639918,FALSE
"Fletcher","DIFS","Refined Louvain","true",2500,2500,0.658741129849783,FALSE
"Fletcher","FEAST","Refined Louvain","true",2500,2500,0.542308198447164,FALSE
"Fletcher","GateOnly","Refined Louvain","true",2500,2500,0.547322242974417,FALSE
"Fletcher","Seurat","Refined Louvain","true",2500,2500,0.572889108111744,FALSE
"Fletcher","Variance","Refined Louvain","true",2500,2500,0.582713175071717,FALSE
"Fletcher","DIFS","SC3","true",2500,2500,0.733053625278615,FALSE
"Fletcher","FEAST","SC3","true",2500,2500,0.681366514245515,FALSE
"Fletcher","GateOnly","SC3","true",2500,2500,0.715590846994536,FALSE
"Fletcher","Seurat","SC3","true",2500,2500,0.697489973412645,FALSE
"Fletcher","Variance","SC3","true",2500,2500,0.70624192854068,FALSE
"Koh","DIFS","Refined Louvain","estimated",0,1156,0.734410983170948,FALSE
"Koh","FEAST","Refined Louvain","estimated",0,1156,0.753264479730652,FALSE
"Koh","GateOnly","Refined Louvain","estimated",0,1156,0.646685696162385,FALSE
"Koh","Seurat","Refined Louvain","estimated",0,1156,0.764067579323291,FALSE
"Koh","Variance","Refined Louvain","estimated",0,1156,0.768194194471365,FALSE
"Koh","DIFS","SC3","estimated",0,1156,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",0,1156,0.74622342831298,FALSE
"Koh","GateOnly","SC3","estimated",0,1156,0.769495728850923,FALSE
"Koh","Seurat","SC3","estimated",0,1156,0.751838736039226,FALSE
"Koh","Variance","SC3","estimated",0,1156,0.769495728850923,FALSE
"Koh","DIFS","Refined Louvain","estimated",100,100,0.670318564036222,FALSE
"Koh","FEAST","Refined Louvain","estimated",100,100,0.684991801156468,FALSE
"Koh","GateOnly","Refined Louvain","estimated",100,100,0.610447585855817,FALSE
"Koh","Seurat","Refined Louvain","estimated",100,100,0.609669945687265,FALSE
"Koh","Variance","Refined Louvain","estimated",100,100,0.759144111192392,FALSE
"Koh","DIFS","SC3","estimated",100,100,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",100,100,0.742977147502484,FALSE
"Koh","GateOnly","SC3","estimated",100,100,0.62968756266795,FALSE
"Koh","Seurat","SC3","estimated",100,100,0.651886379028724,FALSE
"Koh","Variance","SC3","estimated",100,100,0.754325891430398,FALSE
"Koh","DIFS","Refined Louvain","estimated",200,200,0.663496708119971,FALSE
"Koh","FEAST","Refined Louvain","estimated",200,200,0.75232859284838,FALSE
"Koh","GateOnly","Refined Louvain","estimated",200,200,0.606676942742208,FALSE
"Koh","Seurat","Refined Louvain","estimated",200,200,0.61366572926959,FALSE
"Koh","Variance","Refined Louvain","estimated",200,200,0.769495728850923,FALSE
"Koh","DIFS","SC3","estimated",200,200,0.680275154672745,FALSE
"Koh","FEAST","SC3","estimated",200,200,0.752887676216462,FALSE
"Koh","GateOnly","SC3","estimated",200,200,0.758554525103934,FALSE
"Koh","Seurat","SC3","estimated",200,200,0.675462925197814,FALSE
"Koh","Variance","SC3","estimated",200,200,0.674711565901586,FALSE
"Koh","DIFS","Refined Louvain","estimated",300,300,0.75438516561119,FALSE
"Koh","FEAST","Refined Louvain","estimated",300,300,0.747495807460454,FALSE
"Koh","GateOnly","Refined Louvain","estimated",300,300,0.719117187150963,FALSE
"Koh","Seurat","Refined Louvain","estimated",300,300,0.641351203072341,FALSE
"Koh","Variance","Refined Louvain","estimated",300,300,0.758510541206535,FALSE
"Koh","DIFS","SC3","estimated",300,300,0.681868288898869,FALSE
"Koh","FEAST","SC3","estimated",300,300,0.764067579323291,FALSE
"Koh","GateOnly","SC3","estimated",300,300,0.753233740207688,FALSE
"Koh","Seurat","SC3","estimated",300,300,0.662223654008779,FALSE
"Koh","Variance","SC3","estimated",300,300,0.681868288898869,FALSE
"Koh","DIFS","Refined Louvain","estimated",500,500,0.734027992405846,FALSE
"Koh","FEAST","Refined Louvain","estimated",500,500,0.747495807460454,FALSE
"Koh","GateOnly","Refined Louvain","estimated",500,500,0.617935508490746,FALSE
"Koh","Seurat","Refined Louvain","estimated",500,500,0.665339286432565,FALSE
"Koh","Variance","Refined Louvain","estimated",500,500,0.666239127820754,FALSE
"Koh","DIFS","SC3","estimated",500,500,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",500,500,0.764067579323291,FALSE
"Koh","GateOnly","SC3","estimated",500,500,0.681337525007145,FALSE
"Koh","Seurat","SC3","estimated",500,500,0.666760961810467,FALSE
"Koh","Variance","SC3","estimated",500,500,0.759148430718626,FALSE
"Koh","DIFS","Refined Louvain","estimated",750,750,0.741469699662342,FALSE
"Koh","FEAST","Refined Louvain","estimated",750,750,0.72635814889336,FALSE
"Koh","GateOnly","Refined Louvain","estimated",750,750,0.639178913360388,FALSE
"Koh","Seurat","Refined Louvain","estimated",750,750,0.75876392185503,FALSE
"Koh","Variance","Refined Louvain","estimated",750,750,0.671112713290074,FALSE
"Koh","DIFS","SC3","estimated",750,750,0.681810753391077,FALSE
"Koh","FEAST","SC3","estimated",750,750,0.763473327843353,FALSE
"Koh","GateOnly","SC3","estimated",750,750,0.681337525007145,FALSE
"Koh","Seurat","SC3","estimated",750,750,0.665511684125705,FALSE
"Koh","Variance","SC3","estimated",750,750,0.666760961810467,FALSE
"Koh","DIFS","Refined Louvain","estimated",1000,1000,0.759715531085111,FALSE
"Koh","FEAST","Refined Louvain","estimated",1000,1000,0.756553795740033,FALSE
"Koh","GateOnly","Refined Louvain","estimated",1000,1000,0.639058378931622,FALSE
"Koh","Seurat","Refined Louvain","estimated",1000,1000,0.764067579323291,FALSE
"Koh","Variance","Refined Louvain","estimated",1000,1000,0.758129988597491,FALSE
"Koh","DIFS","SC3","estimated",1000,1000,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",1000,1000,0.74622342831298,FALSE
"Koh","GateOnly","SC3","estimated",1000,1000,0.686427137531239,FALSE
"Koh","Seurat","SC3","estimated",1000,1000,0.769495728850923,FALSE
"Koh","Variance","SC3","estimated",1000,1000,0.686427137531239,FALSE
"Koh","DIFS","Refined Louvain","estimated",1500,1500,0.753089234417035,FALSE
"Koh","FEAST","Refined Louvain","estimated",1500,1500,0.756553795740033,FALSE
"Koh","GateOnly","Refined Louvain","estimated",1500,1156,0.646685696162385,FALSE
"Koh","Seurat","Refined Louvain","estimated",1500,1500,0.764067579323291,FALSE
"Koh","Variance","Refined Louvain","estimated",1500,1500,0.671112713290074,FALSE
"Koh","DIFS","SC3","estimated",1500,1500,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",1500,1500,0.74622342831298,FALSE
"Koh","GateOnly","SC3","estimated",1500,1156,0.769495728850923,FALSE
"Koh","Seurat","SC3","estimated",1500,1500,0.751838736039226,FALSE
"Koh","Variance","SC3","estimated",1500,1500,0.671505616155063,FALSE
"Koh","DIFS","Refined Louvain","estimated",2500,1742,0.779886952425813,FALSE
"Koh","FEAST","Refined Louvain","estimated",2500,2500,0.756553795740033,FALSE
"Koh","GateOnly","Refined Louvain","estimated",2500,1156,0.646685696162385,FALSE
"Koh","Seurat","Refined Louvain","estimated",2500,2500,0.764067579323291,FALSE
"Koh","Variance","Refined Louvain","estimated",2500,2500,0.68389393567395,FALSE
"Koh","DIFS","SC3","estimated",2500,1742,0.686427137531239,FALSE
"Koh","FEAST","SC3","estimated",2500,2500,0.763473327843353,FALSE
"Koh","GateOnly","SC3","estimated",2500,1156,0.769495728850923,FALSE
"Koh","Seurat","SC3","estimated",2500,2500,0.751838736039226,FALSE
"Koh","Variance","SC3","estimated",2500,2500,0.763473327843353,FALSE
"Koh","DIFS","Refined Louvain","true",0,1156,0.970574387947269,FALSE
"Koh","FEAST","Refined Louvain","true",0,1156,0.968057672019693,FALSE
"Koh","GateOnly","Refined Louvain","true",0,1156,0.92960267960268,FALSE
"Koh","Seurat","Refined Louvain","true",0,1156,0.904663325343212,FALSE
"Koh","Variance","Refined Louvain","true",0,1156,0.978260869565217,FALSE
"Koh","DIFS","SC3","true",0,1156,0.906224248750206,FALSE
"Koh","FEAST","SC3","true",0,1156,0.977077533613694,FALSE
"Koh","GateOnly","SC3","true",0,1156,0.910591092223633,FALSE
"Koh","Seurat","SC3","true",0,1156,0.896957160742475,FALSE
"Koh","Variance","SC3","true",0,1156,0.992329190699887,FALSE
"Koh","DIFS","Refined Louvain","true",100,100,0.979673835972583,FALSE
"Koh","FEAST","Refined Louvain","true",100,100,0.812972156270235,FALSE
"Koh","GateOnly","Refined Louvain","true",100,100,0.686084965657593,FALSE
"Koh","Seurat","Refined Louvain","true",100,100,0.786130811662727,FALSE
"Koh","Variance","Refined Louvain","true",100,100,0.802709614233636,FALSE
"Koh","DIFS","SC3","true",100,100,0.980811371039384,FALSE
"Koh","FEAST","SC3","true",100,100,0.839711889916147,FALSE
"Koh","GateOnly","SC3","true",100,100,0.774178379225665,FALSE
"Koh","Seurat","SC3","true",100,100,0.846339630742808,FALSE
"Koh","Variance","SC3","true",100,100,0.895769733972961,FALSE
"Koh","DIFS","Refined Louvain","true",200,200,0.969889437779346,FALSE
"Koh","FEAST","Refined Louvain","true",200,200,0.92618709127097,FALSE
"Koh","GateOnly","Refined Louvain","true",200,200,0.870654078806038,FALSE
"Koh","Seurat","Refined Louvain","true",200,200,0.893528884908195,FALSE
"Koh","Variance","Refined Louvain","true",200,200,0.992458432304038,FALSE
"Koh","DIFS","SC3","true",200,200,0.895231846019248,FALSE
"Koh","FEAST","SC3","true",200,200,0.977018963785668,FALSE
"Koh","GateOnly","SC3","true",200,200,0.849680571213829,FALSE
"Koh","Seurat","SC3","true",200,200,0.842624380142772,FALSE
"Koh","Variance","SC3","true",200,200,0.895514223194748,FALSE
"Koh","DIFS","Refined Louvain","true",300,300,0.963071512309496,FALSE
"Koh","FEAST","Refined Louvain","true",300,300,0.963172639196918,FALSE
"Koh","GateOnly","Refined Louvain","true",300,300,0.908519153802173,FALSE
"Koh","Seurat","Refined Louvain","true",300,300,0.863205298013245,FALSE
"Koh","Variance","Refined Louvain","true",300,300,0.946768500838975,FALSE
"Koh","DIFS","SC3","true",300,300,0.9139577239362,FALSE
"Koh","FEAST","SC3","true",300,300,0.917328918322296,FALSE
"Koh","GateOnly","SC3","true",300,300,0.882906769114225,FALSE
"Koh","Seurat","SC3","true",300,300,0.895950258611203,FALSE
"Koh","Variance","SC3","true",300,300,0.920083889839395,FALSE
"Koh","DIFS","Refined Louvain","true",500,500,0.948692620569436,FALSE
"Koh","FEAST","Refined Louvain","true",500,500,0.977737096964686,FALSE
"Koh","GateOnly","Refined Louvain","true",500,500,0.917781477866452,FALSE
"Koh","Seurat","Refined Louvain","true",500,500,0.873902804538643,FALSE
"Koh","Variance","Refined Louvain","true",500,500,0.962845757149555,FALSE
"Koh","DIFS","SC3","true",500,500,0.890598753725278,FALSE
"Koh","FEAST","SC3","true",500,500,0.992329190699887,FALSE
"Koh","GateOnly","SC3","true",500,500,0.899715660542432,FALSE
"Koh","Seurat","SC3","true",500,500,0.901572638293193,FALSE
"Koh","Variance","SC3","true",500,500,0.987825880396698,FALSE
"Koh","DIFS","Refined Louvain","true",750,750,0.978027170702894,FALSE
"Koh","FEAST","Refined Louvain","true",750,750,0.960809471044498,FALSE
"Koh","GateOnly","Refined Louvain","true",750,750,0.915791875855774,FALSE
"Koh","Seurat","Refined Louvain","true",750,750,0.95158028543364,FALSE
"Koh","Variance","Refined Louvain","true",750,750,0.977224451262686,FALSE
"Koh","DIFS","SC3","true",750,750,0.899452654625068,FALSE
"Koh","FEAST","SC3","true",750,750,0.992329190699887,FALSE
"Koh","GateOnly","SC3","true",750,750,0.9139577239362,FALSE
"Koh","Seurat","SC3","true",750,750,0.892790107099481,FALSE
"Koh","Variance","SC3","true",750,750,0.910591092223633,FALSE
"Koh","DIFS","Refined Louvain","true",1000,1000,0.970574387947269,FALSE
"Koh","FEAST","Refined Louvain","true",1000,1000,0.979873694150977,FALSE
"Koh","GateOnly","Refined Louvain","true",1000,1000,0.917448512585812,FALSE
"Koh","Seurat","Refined Louvain","true",1000,1000,0.859152625552102,FALSE
"Koh","Variance","Refined Louvain","true",1000,1000,0.977075844186458,FALSE
"Koh","DIFS","SC3","true",1000,1000,0.906224248750206,FALSE
"Koh","FEAST","SC3","true",1000,1000,0.984833224717104,FALSE
"Koh","GateOnly","SC3","true",1000,1000,0.9139577239362,FALSE
"Koh","Seurat","SC3","true",1000,1000,0.888087043410681,FALSE
"Koh","Variance","SC3","true",1000,1000,0.914464648684283,FALSE
"Koh","DIFS","Refined Louvain","true",1500,1500,0.978027170702894,FALSE
"Koh","FEAST","Refined Louvain","true",1500,1500,0.977737096964686,FALSE
"Koh","GateOnly","Refined Louvain","true",1500,1156,0.92960267960268,FALSE
"Koh","Seurat","Refined Louvain","true",1500,1500,0.898432839867686,FALSE
"Koh","Variance","Refined Louvain","true",1500,1500,0.984562607204117,FALSE
"Koh","DIFS","SC3","true",1500,1500,0.906224248750206,FALSE
"Koh","FEAST","SC3","true",1500,1500,0.970358172087279,FALSE
"Koh","GateOnly","SC3","true",1500,1156,0.910591092223633,FALSE
"Koh","Seurat","SC3","true",1500,1500,0.878663604549431,FALSE
"Koh","Variance","SC3","true",1500,1500,0.902791461412151,FALSE
"Koh","DIFS","Refined Louvain","true",2500,1909,0.971700888392069,FALSE
"Koh","FEAST","Refined Louvain","true",2500,2500,0.970804638295368,FALSE
"Koh","GateOnly","Refined Louvain","true",2500,1156,0.92960267960268,FALSE
"Koh","Seurat","Refined Louvain","true",2500,2500,0.979727738817844,FALSE
"Koh","Variance","Refined Louvain","true",2500,2500,0.985611936763574,FALSE
"Koh","DIFS","SC3","true",2500,1909,0.906224248750206,FALSE
"Koh","FEAST","SC3","true",2500,2500,0.970358172087279,FALSE
"Koh","GateOnly","SC3","true",2500,1156,0.910591092223633,FALSE
"Koh","Seurat","SC3","true",2500,2500,0.883183000387361,FALSE
"Koh","Variance","SC3","true",2500,2500,0.906224248750206,FALSE
"Kumar","DIFS","Refined Louvain","estimated",0,453,0.968337218337218,FALSE
"Kumar","FEAST","Refined Louvain","estimated",0,453,0.968337218337218,FALSE
"Kumar","GateOnly","Refined Louvain","estimated",0,453,0.968337218337218,FALSE
"Kumar","Seurat","Refined Louvain","estimated",0,453,0.93608090059149,FALSE
"Kumar","Variance","Refined Louvain","estimated",0,453,0.969699912595902,FALSE
"Kumar","DIFS","SC3","estimated",0,453,1,FALSE
"Kumar","FEAST","SC3","estimated",0,453,1,FALSE
"Kumar","GateOnly","SC3","estimated",0,453,1,FALSE
"Kumar","Seurat","SC3","estimated",0,453,1,FALSE
"Kumar","Variance","SC3","estimated",0,453,1,FALSE
"Kumar","DIFS","Refined Louvain","estimated",100,100,0.985200431245712,FALSE
