"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"Fletcher","Seurat","SC3",2500,"true","submitted","default",1,0.80212136619748,0.821938708933006,0.697489973412645,0.86038961038961,2500,13,13,NA,NA,NA,616,0,156.41,"ncurve"
"Fletcher","Seurat","SC3",2500,"estimated","submitted","default",1,0.80212136619748,0.821938708933006,0.697489973412645,0.86038961038961,2500,NA,13,NA,NA,NA,NA,NA,170.088,"ncurve"
"Fletcher","Variance","Refined Louvain",0,"true","submitted","default",1,0.724602647294261,0.751042441309966,0.601073027978539,0.858766233766234,2918,13,13,NA,NA,NA,616,0,10.746,"ncurve"
"Fletcher","Variance","Refined Louvain",0,"estimated","submitted","default",1,0.724602647294261,0.751042441309966,0.601073027978539,0.858766233766234,2918,NA,13,NA,NA,NA,NA,NA,10.626,"ncurve"
"Fletcher","Variance","Refined Louvain",100,"true","submitted","default",1,0.544640006561669,0.588365273827499,0.416705680399501,0.727272727272727,100,12,13,NA,NA,NA,616,0,10.289,"ncurve"
"Fletcher","Variance","Refined Louvain",100,"estimated","submitted","default",1,0.544640006561669,0.588365273827499,0.416705680399501,0.727272727272727,100,NA,13,NA,NA,NA,NA,NA,10.271,"ncurve"
"Fletcher","Variance","Refined Louvain",200,"true","submitted","default",1,0.643585979335022,0.678985526020709,0.513890568928672,0.787337662337662,200,12,13,NA,NA,NA,616,0,10.513,"ncurve"
"Fletcher","Variance","Refined Louvain",200,"estimated","submitted","default",1,0.643585979335022,0.678985526020709,0.513890568928672,0.787337662337662,200,NA,13,NA,NA,NA,NA,NA,10.809,"ncurve"
"Fletcher","Variance","Refined Louvain",300,"true","submitted","default",1,0.66456718714863,0.699195077460387,0.536825726141079,0.782467532467532,300,11,13,NA,NA,NA,616,0,10.137,"ncurve"
"Fletcher","Variance","Refined Louvain",300,"estimated","submitted","default",1,0.66456718714863,0.699195077460387,0.536825726141079,0.782467532467532,300,NA,13,NA,NA,NA,NA,NA,17.93,"ncurve"
"Fletcher","Variance","Refined Louvain",500,"true","submitted","default",1,0.661440763882473,0.69533708826015,0.532773245667438,0.797077922077922,500,12,13,NA,NA,NA,616,0,13.316,"ncurve"
"Fletcher","Variance","Refined Louvain",500,"estimated","submitted","default",1,0.661440763882473,0.69533708826015,0.532773245667438,0.797077922077922,500,NA,13,NA,NA,NA,NA,NA,9.9,"ncurve"
"Fletcher","Variance","Refined Louvain",750,"true","submitted","default",1,0.669275793988558,0.702184403437514,0.540930518548883,0.808441558441558,750,12,13,NA,NA,NA,616,0,10.198,"ncurve"
"Fletcher","Variance","Refined Louvain",750,"estimated","submitted","default",1,0.669275793988558,0.702184403437514,0.540930518548883,0.808441558441558,750,NA,13,NA,NA,NA,NA,NA,10.015,"ncurve"
"Fletcher","Variance","Refined Louvain",1000,"true","submitted","default",1,0.701104045099369,0.729858754553329,0.574488380159556,0.842532467532468,1000,13,13,NA,NA,NA,616,0,11.369,"ncurve"
"Fletcher","Variance","Refined Louvain",1000,"estimated","submitted","default",1,0.701104045099369,0.729858754553329,0.574488380159556,0.842532467532468,1000,NA,13,NA,NA,NA,NA,NA,12.964,"ncurve"
"Fletcher","Variance","Refined Louvain",1500,"true","submitted","default",1,0.69427257287575,0.724105342701251,0.567527456218462,0.850649350649351,1500,13,13,NA,NA,NA,616,0,10.631,"ncurve"
"Fletcher","Variance","Refined Louvain",1500,"estimated","submitted","default",1,0.69427257287575,0.724105342701251,0.567527456218462,0.850649350649351,1500,NA,13,NA,NA,NA,NA,NA,13.27,"ncurve"
"Fletcher","Variance","Refined Louvain",2500,"true","submitted","default",1,0.706921549160152,0.736664332360804,0.582713175071717,0.826298701298701,2500,12,13,NA,NA,NA,616,0,10.26,"ncurve"
"Fletcher","Variance","Refined Louvain",2500,"estimated","submitted","default",1,0.706921549160152,0.736664332360804,0.582713175071717,0.826298701298701,2500,NA,13,NA,NA,NA,NA,NA,15.979,"ncurve"
"Fletcher","Variance","SC3",0,"true","submitted","default",1,0.803907253431119,0.827641557291115,0.70163091575709,0.849025974025974,2918,13,13,NA,NA,NA,616,0,178.795,"ncurve"
"Fletcher","Variance","SC3",0,"estimated","submitted","default",1,0.803907253431119,0.827641557291115,0.70163091575709,0.849025974025974,2918,NA,13,NA,NA,NA,NA,NA,150.846,"ncurve"
"Fletcher","Variance","SC3",100,"true","submitted","default",1,0.616946514678888,0.65775906306944,0.488718104035739,0.730519480519481,100,13,13,NA,NA,NA,616,0,175.701,"ncurve"
"Fletcher","Variance","SC3",100,"estimated","submitted","default",1,0.616946514678888,0.65775906306944,0.488718104035739,0.730519480519481,100,NA,13,NA,NA,NA,NA,NA,187.321,"ncurve"
"Fletcher","Variance","SC3",200,"true","submitted","default",1,0.711829690451829,0.739859273986053,0.587120396295499,0.826298701298701,200,13,13,NA,NA,NA,616,0,174.705,"ncurve"
"Fletcher","Variance","SC3",200,"estimated","submitted","default",1,0.711829690451829,0.739859273986053,0.587120396295499,0.826298701298701,200,NA,13,NA,NA,NA,NA,NA,176.641,"ncurve"
"Fletcher","Variance","SC3",300,"true","submitted","default",1,0.752174590492862,0.779142943986353,0.636363636363636,0.829545454545455,300,13,13,NA,NA,NA,616,0,163.464,"ncurve"
"Fletcher","Variance","SC3",300,"estimated","submitted","default",1,0.752174590492862,0.779142943986353,0.636363636363636,0.829545454545455,300,NA,13,NA,NA,NA,NA,NA,202.34,"ncurve"
"Fletcher","Variance","SC3",500,"true","submitted","default",1,0.747372745579669,0.772251499526628,0.628961055990209,0.826298701298701,500,13,13,NA,NA,NA,616,0,161.388,"ncurve"
"Fletcher","Variance","SC3",500,"estimated","submitted","default",1,0.747372745579669,0.772251499526628,0.628961055990209,0.826298701298701,500,NA,13,NA,NA,NA,NA,NA,236.923,"ncurve"
"Fletcher","Variance","SC3",750,"true","submitted","default",1,0.77959728552974,0.801417765318972,0.668554861730598,0.836038961038961,750,13,13,NA,NA,NA,616,0,165.399,"ncurve"
"Fletcher","Variance","SC3",750,"estimated","submitted","default",1,0.77959728552974,0.801417765318972,0.668554861730598,0.836038961038961,750,NA,13,NA,NA,NA,NA,NA,188.049,"ncurve"
"Fletcher","Variance","SC3",1000,"true","submitted","default",1,0.820013893423277,0.839672692453758,0.72190837673228,0.855519480519481,1000,13,13,NA,NA,NA,616,0,158.519,"ncurve"
"Fletcher","Variance","SC3",1000,"estimated","submitted","default",1,0.820013893423277,0.839672692453758,0.72190837673228,0.855519480519481,1000,NA,13,NA,NA,NA,NA,NA,164.668,"ncurve"
"Fletcher","Variance","SC3",1500,"true","submitted","default",1,0.781794457553829,0.802972875882635,0.670788815639918,0.852272727272727,1500,13,13,NA,NA,NA,616,0,157.379,"ncurve"
"Fletcher","Variance","SC3",1500,"estimated","submitted","default",1,0.781794457553829,0.802972875882635,0.670788815639918,0.852272727272727,1500,NA,13,NA,NA,NA,NA,NA,163.289,"ncurve"
"Fletcher","Variance","SC3",2500,"true","submitted","default",1,0.807818569126952,0.8297378444037,0.70624192854068,0.86038961038961,2500,13,13,NA,NA,NA,616,0,152.583,"ncurve"
"Fletcher","Variance","SC3",2500,"estimated","submitted","default",1,0.807818569126952,0.8297378444037,0.70624192854068,0.86038961038961,2500,NA,13,NA,NA,NA,NA,NA,151.411,"ncurve"
"Koh","DIFS","Refined Louvain",0,"true","submitted","default",1,0.983050928179305,0.985067791889967,0.970574387947269,0.992467043314501,1156,9,9,1000,1688,"1:1",531,0,135.762,"ncurve"
"Koh","DIFS","Refined Louvain",0,"estimated","submitted","default",1,0.822714210114876,0.855833607633057,0.734410983170948,0.830508474576271,1156,NA,7,500,1683,"1:1",NA,NA,225.96,"ncurve"
"Koh","DIFS","Refined Louvain",100,"true","submitted","default",1,0.988345058506465,0.989732585116199,0.979673835972583,0.994350282485876,100,9,9,1000,1688,"3:2",531,0,136.529,"ncurve"
"Koh","DIFS","Refined Louvain",100,"estimated","submitted","default",1,0.770073024258487,0.81734731387798,0.670318564036222,0.813559322033898,100,NA,7,500,1683,"3:2",NA,NA,135.241,"ncurve"
"Koh","DIFS","Refined Louvain",200,"true","submitted","default",1,0.982649527493714,0.984714678797528,0.969889437779346,0.992467043314501,200,9,9,1000,1688,"2:1",531,0,157.678,"ncurve"
"Koh","DIFS","Refined Louvain",200,"estimated","submitted","default",1,0.764601976107804,0.811159709162657,0.663496708119971,0.807909604519774,200,NA,7,500,1683,"1:2",NA,NA,132.411,"ncurve"
"Koh","DIFS","Refined Louvain",300,"true","submitted","default",1,0.978647478157131,0.981188589417497,0.963071512309496,0.990583804143126,300,9,9,1000,1688,"1:3",531,0,136.438,"ncurve"
"Koh","DIFS","Refined Louvain",300,"estimated","submitted","default",1,0.838239064708374,0.867333388005422,0.75438516561119,0.871939736346516,300,NA,7,500,1683,"1:1",NA,NA,171.064,"ncurve"
"Koh","DIFS","Refined Louvain",500,"true","submitted","default",1,0.970108852888862,0.973671186523465,0.948692620569436,0.986817325800377,500,9,9,1000,1688,"1:1",531,0,135.838,"ncurve"
"Koh","DIFS","Refined Louvain",500,"estimated","submitted","default",1,0.822360122100095,0.855883960058565,0.734027992405846,0.832391713747646,500,NA,7,500,1683,"3:2",NA,NA,138.65,"ncurve"
"Koh","DIFS","Refined Louvain",750,"true","submitted","default",1,0.987391193085843,0.98889175663511,0.978027170702894,0.994350282485876,750,9,9,1000,1688,"1:1",531,0,142.527,"ncurve"
"Koh","DIFS","Refined Louvain",750,"estimated","submitted","default",1,0.828107947892285,0.860651479295024,0.741469699662342,0.832391713747646,750,NA,7,500,1683,"1:1",NA,NA,144.53,"ncurve"
"Koh","DIFS","Refined Louvain",1000,"true","submitted","default",1,0.983050928179305,0.985067791889967,0.970574387947269,0.992467043314501,1000,9,9,1000,1688,"1:1",531,0,140.319,"ncurve"
"Koh","DIFS","Refined Louvain",1000,"estimated","submitted","default",1,0.842304788379669,0.870420064776628,0.759715531085111,0.871939736346516,1000,NA,7,500,1683,"3:1",NA,NA,159.531,"ncurve"
"Koh","DIFS","Refined Louvain",1500,"true","submitted","default",1,0.987391193085843,0.98889175663511,0.978027170702894,0.994350282485876,1500,9,9,1000,1688,"3:1",531,0,153.504,"ncurve"
"Koh","DIFS","Refined Louvain",1500,"estimated","submitted","default",1,0.837295760446963,0.866329015494193,0.753089234417035,0.871939736346516,1500,NA,7,500,1683,"1:1",NA,NA,130.963,"ncurve"
"Koh","DIFS","Refined Louvain",2500,"true","submitted","default",1,0.983707195284736,0.985647364674873,0.971700888392069,0.992467043314501,1909,9,9,1000,1688,"1:1",531,0,167.536,"ncurve"
"Koh","DIFS","Refined Louvain",2500,"estimated","submitted","default",1,0.857436692033755,0.882001139361626,0.779886952425813,0.871939736346516,1742,NA,7,500,1683,"1:1",NA,NA,131.619,"ncurve"
"Koh","DIFS","SC3",0,"true","submitted","default",1,0.943896297199487,0.951364192884338,0.906224248750206,0.95668549905838,1156,9,9,1000,1688,"1:1",531,0,230.585,"ncurve"
"Koh","DIFS","SC3",0,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,1156,NA,7,500,1683,"1:1",NA,NA,212.136,"ncurve"
"Koh","DIFS","SC3",100,"true","submitted","default",1,0.989006212452603,0.990314556001278,0.980811371039384,0.994350282485876,100,9,9,1000,1688,"3:2",531,0,388.025,"ncurve"
"Koh","DIFS","SC3",100,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,100,NA,7,500,1683,"3:2",NA,NA,221.042,"ncurve"
"Koh","DIFS","SC3",200,"true","submitted","default",1,0.936965570126625,0.945240578287824,0.895231846019248,0.954802259887006,200,9,9,1000,1688,"2:1",531,0,251.09,"ncurve"
"Koh","DIFS","SC3",200,"estimated","submitted","default",1,0.77836001245926,0.824458566968267,0.680275154672745,0.817325800376648,200,NA,7,500,1683,"1:2",NA,NA,218.731,"ncurve"
"Koh","DIFS","SC3",300,"true","submitted","default",1,0.948734916664746,0.955587915015091,0.9139577239362,0.958568738229755,300,9,9,1000,1688,"1:3",531,0,234.035,"ncurve"
"Koh","DIFS","SC3",300,"estimated","submitted","default",1,0.779725682584503,0.825331734377493,0.681868288898869,0.817325800376648,300,NA,7,500,1683,"1:1",NA,NA,217.972,"ncurve"
"Koh","DIFS","SC3",500,"true","submitted","default",1,0.933959342976559,0.94287292061618,0.890598753725278,0.951035781544256,500,9,9,1000,1688,"1:1",531,0,222.148,"ncurve"
"Koh","DIFS","SC3",500,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,500,NA,7,500,1683,"3:2",NA,NA,211.316,"ncurve"
"Koh","DIFS","SC3",750,"true","submitted","default",1,0.939629654142972,0.947625216203811,0.899452654625068,0.954802259887006,750,9,9,1000,1688,"1:1",531,0,231.142,"ncurve"
"Koh","DIFS","SC3",750,"estimated","submitted","default",1,0.77969641797366,0.8251959376118,0.681810753391077,0.817325800376648,750,NA,7,500,1683,"1:1",NA,NA,307.41,"ncurve"
"Koh","DIFS","SC3",1000,"true","submitted","default",1,0.943896297199487,0.951364192884338,0.906224248750206,0.95668549905838,1000,9,9,1000,1688,"1:1",531,0,314.415,"ncurve"
"Koh","DIFS","SC3",1000,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,1000,NA,7,500,1683,"3:1",NA,NA,212.767,"ncurve"
"Koh","DIFS","SC3",1500,"true","submitted","default",1,0.943896297199487,0.951364192884338,0.906224248750206,0.95668549905838,1500,9,9,1000,1688,"3:1",531,0,263.633,"ncurve"
"Koh","DIFS","SC3",1500,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,1500,NA,7,500,1683,"1:1",NA,NA,244.992,"ncurve"
"Koh","DIFS","SC3",2500,"true","submitted","default",1,0.943896297199487,0.951364192884338,0.906224248750206,0.95668549905838,1909,9,9,1000,1688,"1:1",531,0,225.181,"ncurve"
"Koh","DIFS","SC3",2500,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,1742,NA,7,500,1683,"1:1",NA,NA,235.644,"ncurve"
"Koh","FEAST","Refined Louvain",0,"true","submitted","default",1,0.98157072669904,0.983771694872696,0.968057672019693,0.990583804143126,1156,9,9,NA,NA,NA,531,0,22.398,"ncurve"
"Koh","FEAST","Refined Louvain",0,"estimated","submitted","default",1,0.837382969646991,0.866670998433592,0.753264479730652,0.871939736346516,1156,NA,7,NA,NA,NA,NA,NA,26.66,"ncurve"
"Koh","FEAST","Refined Louvain",100,"true","submitted","default",1,0.882853926162881,0.8968421738411,0.812972156270235,0.939736346516008,100,9,9,NA,NA,NA,531,0,18.703,"ncurve"
"Koh","FEAST","Refined Louvain",100,"estimated","submitted","default",1,0.783633981920498,0.821353102365756,0.684991801156468,0.822975517890772,100,NA,7,NA,NA,NA,NA,NA,30.839,"ncurve"
"Koh","FEAST","Refined Louvain",200,"true","submitted","default",1,0.956436728177345,0.961734188469248,0.92618709127097,0.977401129943503,200,9,9,NA,NA,NA,531,0,19.833,"ncurve"
"Koh","FEAST","Refined Louvain",200,"estimated","submitted","default",1,0.836662755186261,0.866139645106349,0.75232859284838,0.871939736346516,200,NA,7,NA,NA,NA,NA,NA,20.7,"ncurve"
"Koh","FEAST","Refined Louvain",300,"true","submitted","default",1,0.978694456342323,0.981247889403727,0.963172639196918,0.990583804143126,300,9,9,NA,NA,NA,531,0,19.763,"ncurve"
"Koh","FEAST","Refined Louvain",300,"estimated","submitted","default",1,0.833021255402306,0.862924626499501,0.747495807460454,0.870056497175141,300,NA,7,NA,NA,NA,NA,NA,20.802,"ncurve"
"Koh","FEAST","Refined Louvain",500,"true","submitted","default",1,0.987222709716265,0.988743403566348,0.977737096964686,0.994350282485876,500,9,9,NA,NA,NA,531,0,18.146,"ncurve"
"Koh","FEAST","Refined Louvain",500,"estimated","submitted","default",1,0.833021255402306,0.862924626499501,0.747495807460454,0.870056497175141,500,NA,7,NA,NA,NA,NA,NA,17.834,"ncurve"
"Koh","FEAST","Refined Louvain",750,"true","submitted","default",1,0.977301343984057,0.980018524109115,0.960809471044498,0.988700564971751,750,9,9,NA,NA,NA,531,0,21.394,"ncurve"
"Koh","FEAST","Refined Louvain",750,"estimated","submitted","default",1,0.816319308421706,0.851246946460194,0.72635814889336,0.826741996233522,750,NA,7,NA,NA,NA,NA,NA,20.05,"ncurve"
"Koh","FEAST","Refined Louvain",1000,"true","submitted","default",1,0.98845891440728,0.989835089386146,0.979873694150977,0.994350282485876,1000,9,9,NA,NA,NA,531,0,18.178,"ncurve"
"Koh","FEAST","Refined Louvain",1000,"estimated","submitted","default",1,0.839821535562385,0.868982182412685,0.756553795740033,0.851224105461394,1000,NA,7,NA,NA,NA,NA,NA,19.18,"ncurve"
"Koh","FEAST","Refined Louvain",1500,"true","submitted","default",1,0.987222709716265,0.988743403566348,0.977737096964686,0.994350282485876,1500,9,9,NA,NA,NA,531,0,22.936,"ncurve"
"Koh","FEAST","Refined Louvain",1500,"estimated","submitted","default",1,0.839821535562385,0.868982182412685,0.756553795740033,0.851224105461394,1500,NA,7,NA,NA,NA,NA,NA,41.565,"ncurve"
"Koh","FEAST","Refined Louvain",2500,"true","submitted","default",1,0.98318565227235,0.985186414621321,0.970804638295368,0.992467043314501,2500,9,9,NA,NA,NA,531,0,18.398,"ncurve"
"Koh","FEAST","Refined Louvain",2500,"estimated","submitted","default",1,0.839821535562385,0.868982182412685,0.756553795740033,0.851224105461394,2500,NA,7,NA,NA,NA,NA,NA,21.776,"ncurve"
"Koh","FEAST","SC3",0,"true","submitted","default",1,0.98684574817232,0.988413496070671,0.977077533613694,0.992467043314501,1156,9,9,NA,NA,NA,531,0,105.643,"ncurve"
"Koh","FEAST","SC3",0,"estimated","submitted","default",1,0.832029465002324,0.862223662118572,0.74622342831298,0.870056497175141,1156,NA,7,NA,NA,NA,NA,NA,128.095,"ncurve"
"Koh","FEAST","SC3",100,"true","submitted","default",1,0.900816352371141,0.913073073267189,0.839711889916147,0.943502824858757,100,9,9,NA,NA,NA,531,0,123.82,"ncurve"
"Koh","FEAST","SC3",100,"estimated","submitted","default",1,0.829572399170042,0.860030108250938,0.742977147502484,0.868173258003766,100,NA,7,NA,NA,NA,NA,NA,109.685,"ncurve"
"Koh","FEAST","SC3",200,"true","submitted","default",1,0.986807148568613,0.988376808720722,0.977018963785668,0.994350282485876,200,9,9,NA,NA,NA,531,0,121.988,"ncurve"
"Koh","FEAST","SC3",200,"estimated","submitted","default",1,0.837094056041326,0.866452224986099,0.752887676216462,0.871939736346516,200,NA,7,NA,NA,NA,NA,NA,111.386,"ncurve"
"Koh","FEAST","SC3",300,"true","submitted","default",1,0.95081842219113,0.957484372856791,0.917328918322296,0.95668549905838,300,9,9,NA,NA,NA,531,0,122.256,"ncurve"
"Koh","FEAST","SC3",300,"estimated","submitted","default",1,0.845458153104473,0.87370126740095,0.764067579323291,0.875706214689266,300,NA,7,NA,NA,NA,NA,NA,133.618,"ncurve"
"Koh","FEAST","SC3",500,"true","submitted","default",1,0.995629509752225,0.996149839475966,0.992329190699887,0.998116760828625,500,9,9,NA,NA,NA,531,0,103.126,"ncurve"
"Koh","FEAST","SC3",500,"estimated","submitted","default",1,0.845458153104473,0.87370126740095,0.764067579323291,0.875706214689266,500,NA,7,NA,NA,NA,NA,NA,108.956,"ncurve"
"Koh","FEAST","SC3",750,"true","submitted","default",1,0.995629509752225,0.996149839475966,0.992329190699887,0.998116760828625,750,9,9,NA,NA,NA,531,0,108.42,"ncurve"
"Koh","FEAST","SC3",750,"estimated","submitted","default",1,0.845008514857132,0.873360396869294,0.763473327843353,0.875706214689266,750,NA,7,NA,NA,NA,NA,NA,101.039,"ncurve"
"Koh","FEAST","SC3",1000,"true","submitted","default",1,0.991326107381781,0.992358693447202,0.984833224717104,0.99623352165725,1000,9,9,NA,NA,NA,531,0,106.44,"ncurve"
"Koh","FEAST","SC3",1000,"estimated","submitted","default",1,0.832029465002324,0.862223662118572,0.74622342831298,0.870056497175141,1000,NA,7,NA,NA,NA,NA,NA,98.918,"ncurve"
"Koh","FEAST","SC3",1500,"true","submitted","default",1,0.98292327390788,0.984956150104396,0.970358172087279,0.992467043314501,1500,9,9,NA,NA,NA,531,0,108.97,"ncurve"
"Koh","FEAST","SC3",1500,"estimated","submitted","default",1,0.832029465002324,0.862223662118572,0.74622342831298,0.870056497175141,1500,NA,7,NA,NA,NA,NA,NA,100.743,"ncurve"
"Koh","FEAST","SC3",2500,"true","submitted","default",1,0.98292327390788,0.984956150104396,0.970358172087279,0.992467043314501,2500,9,9,NA,NA,NA,531,0,106.289,"ncurve"
"Koh","FEAST","SC3",2500,"estimated","submitted","default",1,0.845008514857132,0.873360396869294,0.763473327843353,0.875706214689266,2500,NA,7,NA,NA,NA,NA,NA,100.363,"ncurve"
"Koh","GateOnly","Refined Louvain",0,"true","submitted","default",1,0.958602255243004,0.963521254081496,0.92960267960268,0.981167608286252,1156,9,9,NA,NA,NA,531,0,12.292,"ncurve"
"Koh","GateOnly","Refined Louvain",0,"estimated","submitted","default",1,0.749906199275283,0.800526260006265,0.646685696162385,0.783427495291902,1156,NA,7,NA,NA,NA,NA,NA,17.396,"ncurve"
"Koh","GateOnly","Refined Louvain",100,"true","submitted","default",1,0.788973694068792,0.813870883712894,0.686084965657593,0.900188323917137,100,9,9,NA,NA,NA,531,0,13.937,"ncurve"
"Koh","GateOnly","Refined Louvain",100,"estimated","submitted","default",1,0.718364627001586,0.771452811479242,0.610447585855817,0.787193973634652,100,NA,7,NA,NA,NA,NA,NA,13.983,"ncurve"
"Koh","GateOnly","Refined Louvain",200,"true","submitted","default",1,0.921643749801497,0.930930234368105,0.870654078806038,0.95668549905838,200,9,9,NA,NA,NA,531,0,12.616,"ncurve"
"Koh","GateOnly","Refined Louvain",200,"estimated","submitted","default",1,0.713753047111605,0.77343291687451,0.606676942742208,0.740112994350282,200,NA,7,NA,NA,NA,NA,NA,12.481,"ncurve"
"Koh","GateOnly","Refined Louvain",300,"true","submitted","default",1,0.945616904615052,0.952074326373183,0.908519153802173,0.973634651600753,300,9,9,NA,NA,NA,531,0,13.061,"ncurve"
"Koh","GateOnly","Refined Louvain",300,"estimated","submitted","default",1,0.811233096491016,0.843676301683142,0.719117187150963,0.860640301318267,300,NA,7,NA,NA,NA,NA,NA,12.477,"ncurve"
"Koh","GateOnly","Refined Louvain",500,"true","submitted","default",1,0.95135484246073,0.957133318849881,0.917781477866452,0.975517890772128,500,9,9,NA,NA,NA,531,0,12.114,"ncurve"
"Koh","GateOnly","Refined Louvain",500,"estimated","submitted","default",1,0.724121605745934,0.78121519802842,0.617935508490746,0.760828625235405,500,NA,7,NA,NA,NA,NA,NA,22.719,"ncurve"
"Koh","GateOnly","Refined Louvain",750,"true","submitted","default",1,0.950090079575188,0.956047342268641,0.915791875855774,0.977401129943503,750,9,9,NA,NA,NA,531,0,12.729,"ncurve"
"Koh","GateOnly","Refined Louvain",750,"estimated","submitted","default",1,0.743375888013535,0.795068402372879,0.639178913360388,0.783427495291902,750,NA,7,NA,NA,NA,NA,NA,22.371,"ncurve"
"Koh","GateOnly","Refined Louvain",1000,"true","submitted","default",1,0.951126630813803,0.956947241683384,0.917448512585812,0.977401129943503,1000,9,9,NA,NA,NA,531,0,13.007,"ncurve"
"Koh","GateOnly","Refined Louvain",1000,"estimated","submitted","default",1,0.743248530898194,0.795079732024641,0.639058378931622,0.783427495291902,1000,NA,7,NA,NA,NA,NA,NA,12.588,"ncurve"
"Koh","GateOnly","Refined Louvain",1500,"true","submitted","default",1,0.958602255243004,0.963521254081496,0.92960267960268,0.981167608286252,1156,9,9,NA,NA,NA,531,0,12.719,"ncurve"
"Koh","GateOnly","Refined Louvain",1500,"estimated","submitted","default",1,0.749906199275283,0.800526260006265,0.646685696162385,0.783427495291902,1156,NA,7,NA,NA,NA,NA,NA,13.692,"ncurve"
"Koh","GateOnly","Refined Louvain",2500,"true","submitted","default",1,0.958602255243004,0.963521254081496,0.92960267960268,0.981167608286252,1156,9,9,NA,NA,NA,531,0,12.813,"ncurve"
"Koh","GateOnly","Refined Louvain",2500,"estimated","submitted","default",1,0.749906199275283,0.800526260006265,0.646685696162385,0.783427495291902,1156,NA,7,NA,NA,NA,NA,NA,18.5,"ncurve"
"Koh","GateOnly","SC3",0,"true","submitted","default",1,0.946647501377554,0.953692148771997,0.910591092223633,0.958568738229755,1156,9,9,NA,NA,NA,531,0,114.668,"ncurve"
"Koh","GateOnly","SC3",0,"estimated","submitted","default",1,0.849476900918174,0.877209056525822,0.769495728850923,0.87758945386064,1156,NA,7,NA,NA,NA,NA,NA,94.401,"ncurve"
"Koh","GateOnly","SC3",100,"true","submitted","default",1,0.855256599949188,0.872792924468722,0.774178379225665,0.913370998116761,100,9,9,NA,NA,NA,531,0,137.29,"ncurve"
"Koh","GateOnly","SC3",100,"estimated","submitted","default",1,0.735797438612367,0.784925543532022,0.62968756266795,0.790960451977401,100,NA,7,NA,NA,NA,NA,NA,129.427,"ncurve"
"Koh","GateOnly","SC3",200,"true","submitted","default",1,0.907404785717525,0.919077261719953,0.849680571213829,0.939736346516008,200,9,9,NA,NA,NA,531,0,120.454,"ncurve"
"Koh","GateOnly","SC3",200,"estimated","submitted","default",1,0.841368904354593,0.870022965135571,0.758554525103934,0.873822975517891,200,NA,7,NA,NA,NA,NA,NA,114.882,"ncurve"
"Koh","GateOnly","SC3",300,"true","submitted","default",1,0.92905202597839,0.938455584198674,0.882906769114225,0.947269303201507,300,9,9,NA,NA,NA,531,0,118.148,"ncurve"
"Koh","GateOnly","SC3",300,"estimated","submitted","default",1,0.837380582230488,0.866544739671479,0.753233740207688,0.871939736346516,300,NA,7,NA,NA,NA,NA,NA,144.458,"ncurve"
"Koh","GateOnly","SC3",500,"true","submitted","default",1,0.939787040252692,0.947806995005753,0.899715660542432,0.954802259887006,500,9,9,NA,NA,NA,531,0,107.814,"ncurve"
"Koh","GateOnly","SC3",500,"estimated","submitted","default",1,0.779296388360247,0.824908727822077,0.681337525007145,0.817325800376648,500,NA,7,NA,NA,NA,NA,NA,99.987,"ncurve"
"Koh","GateOnly","SC3",750,"true","submitted","default",1,0.948734916664746,0.955587915015091,0.9139577239362,0.958568738229755,750,9,9,NA,NA,NA,531,0,106.969,"ncurve"
"Koh","GateOnly","SC3",750,"estimated","submitted","default",1,0.779296388360247,0.824908727822077,0.681337525007145,0.817325800376648,750,NA,7,NA,NA,NA,NA,NA,102.459,"ncurve"
"Koh","GateOnly","SC3",1000,"true","submitted","default",1,0.948734916664746,0.955587915015091,0.9139577239362,0.958568738229755,1000,9,9,NA,NA,NA,531,0,104.539,"ncurve"
"Koh","GateOnly","SC3",1000,"estimated","submitted","default",1,0.783486952127683,0.828508984580879,0.686427137531239,0.819209039548023,1000,NA,7,NA,NA,NA,NA,NA,97.662,"ncurve"
"Koh","GateOnly","SC3",1500,"true","submitted","default",1,0.946647501377554,0.953692148771997,0.910591092223633,0.958568738229755,1156,9,9,NA,NA,NA,531,0,111.861,"ncurve"
"Koh","GateOnly","SC3",1500,"estimated","submitted","default",1,0.849476900918174,0.877209056525822,0.769495728850923,0.87758945386064,1156,NA,7,NA,NA,NA,NA,NA,99.576,"ncurve"
"Koh","GateOnly","SC3",2500,"true","submitted","default",1,0.946647501377554,0.953692148771997,0.910591092223633,0.958568738229755,1156,9,9,NA,NA,NA,531,0,102.443,"ncurve"
"Koh","GateOnly","SC3",2500,"estimated","submitted","default",1,0.849476900918174,0.877209056525822,0.769495728850923,0.87758945386064,1156,NA,7,NA,NA,NA,NA,NA,94.813,"ncurve"
