"data.name","clust","n","k_policy","gate_rule","seed","fmethod_h","gate_rule_src_h","ARI_h","FM_h","Jaccard_h","Purity_h","nfeat_h","kfound_h","k_used_h","stage1_n_h","stage2_n_h","ratio_h","total_h","dropped_h","elapsed_h","set_h","fmethod_d","gate_rule_src_d","ARI_d","FM_d","Jaccard_d","Purity_d","nfeat_d","kfound_d","k_used_d","stage1_n_d","stage2_n_d","ratio_d","total_d","dropped_d","elapsed_d","set_d","dARI"
"Baron","Refined Louvain",100,"true","submitted",1,"DIFS_hartigan","object",0.61013358797074,0.695370751224527,0.497203608842372,0.939899638230832,100,14,14,1700,2452,"3:1",8569,0,3529.709,"baronfix","DIFS","object",0.618259986815556,0.701636744461082,0.50571061246364,0.940016337962423,100,14,14,1700,2460,"2:1",8569,0,4626.971,"baronfix",0.00812639884481692
"Baron","Refined Louvain",300,"true","submitted",1,"DIFS_hartigan","object",0.53973447450412,0.64022738001739,0.42654310367335,0.930563659703583,300,14,14,1700,2452,"2:3",8569,0,3299.496,"baronfix","DIFS","object",0.537822433528317,0.636495304364152,0.42598406441501,0.917960088691796,300,14,14,1700,2460,"1:1",8569,0,3298.894,"baronfix",-0.00191204097580244
"Baron","SC3",100,"true","submitted",1,"DIFS_hartigan","object",0.79437924148715,0.835546562286356,0.709953832996511,0.911658303185903,100,14,14,1700,2452,"3:1",8569,0,5279.564,"baronfix","DIFS","object",0.791598546747094,0.832996059700559,0.706894784286691,0.909791107480453,100,14,14,1700,2460,"2:1",8569,0,4803.113,"baronfix",-0.00278069474005604
"Baron","SC3",300,"true","submitted",1,"DIFS_hartigan","object",0.60444339854602,0.685375697732408,0.495106968598173,0.894503442642082,300,14,14,1700,2452,"2:3",8569,0,5112.523,"baronfix","DIFS","object",0.570516510251123,0.663652650327546,0.457303766185463,0.924028474734508,300,14,14,1700,2460,"1:1",8569,0,4078.432,"baronfix",-0.0339268882948965
