"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"Koh","DIFS","Refined Louvain",300,"true","submitted","object",1,0.978647478157131,0.981188589417497,0.963071512309496,0.990583804143126,300,9,9,1000,1688,"1:3",531,0,137.745,"abl"
"Koh","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.983050928179305,0.985067791889967,0.970574387947269,0.992467043314501,1000,9,9,1000,1688,"1:1",531,0,141.228,"abl"
"Koh","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.744590672145533,0.780419139084667,0.636111855624051,0.862523540489642,100,9,9,100,NA,NA,531,0,24.102,"abl"
"Koh","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.926887901554884,0.935618413693549,0.879020079422786,0.966101694915254,300,9,9,300,NA,NA,531,0,24.995,"abl"
"Koh","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.967865965636165,0.971684930599221,0.944919941775837,0.984934086629002,1000,9,9,1000,NA,NA,531,0,24.513,"abl"
"Koh","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.788973694068792,0.813870883712894,0.686084965657593,0.900188323917137,100,9,9,NA,NA,NA,531,0,9.645,"abl"
"Koh","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.945616904615052,0.952074326373183,0.908519153802173,0.973634651600753,300,9,9,NA,NA,NA,531,0,9.357,"abl"
"Koh","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.951126630813803,0.956947241683384,0.917448512585812,0.977401129943503,1000,9,9,NA,NA,NA,531,0,9.262,"abl"
"Kumar","DIFS","Refined Louvain",100,"true","submitted","object",1,0.988771468816226,0.992545322773649,0.985200431245712,0.995934959349594,100,3,3,453,616,"1:1",246,0,52.286,"abl"
"Kumar","DIFS","Refined Louvain",300,"true","submitted","object",1,0.988771468816226,0.992545322773649,0.985200431245712,0.995934959349594,300,3,3,453,616,"3:2",246,0,52.975,"abl"
"Kumar","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,697,3,3,453,616,"1:1",246,0,52.95,"abl"
"Kumar","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,100,3,3,100,NA,NA,246,0,8.101,"abl"
"Kumar","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,300,3,3,300,NA,NA,246,0,8.372,"abl"
"Kumar","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,453,3,3,453,NA,NA,246,0,8.458,"abl"
"Kumar","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.988771468816226,0.992545322773649,0.985200431245712,0.995934959349594,100,3,3,NA,NA,NA,246,0,6.032,"abl"
"Kumar","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,300,3,3,NA,NA,NA,246,0,6.365,"abl"
"Kumar","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.975764779664105,0.983914754264005,0.968337218337218,0.991869918699187,453,3,3,NA,NA,NA,246,0,6.56,"abl"
"Lawlor","DIFS","Refined Louvain",100,"true","submitted","object",1,0.548657359988964,0.679413804595651,0.483162777000663,0.890282131661442,100,8,8,1000,2374,"3:2",638,0,227.15,"abl"
"Lawlor","DIFS","Refined Louvain",300,"true","submitted","object",1,0.689982456891451,0.784153561772422,0.625843621399177,0.890282131661442,300,8,8,1000,2374,"1:2",638,0,227.47,"abl"
"Lawlor","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.528137302655066,0.664987647331559,0.460504776927885,0.866771159874608,1000,8,8,1000,2374,"2:1",638,0,228.138,"abl"
"Lawlor","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.464639104031398,0.613017258170717,0.407496312577725,0.843260188087774,100,8,8,100,NA,NA,638,0,40.713,"abl"
"Lawlor","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.392055223962208,0.553390821619834,0.344519880829609,0.815047021943574,300,8,8,300,NA,NA,638,0,42.156,"abl"
"Lawlor","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.575949116352802,0.698814907062585,0.513759473676584,0.84012539184953,1000,8,8,1000,NA,NA,638,0,40.208,"abl"
"Lawlor","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.32690957262335,0.496869361427519,0.294790717240412,0.818181818181818,100,8,8,NA,NA,NA,638,0,8.687,"abl"
"Lawlor","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.391909751565547,0.552471388957568,0.352589003522548,0.822884012539185,300,8,8,NA,NA,NA,638,0,7.91,"abl"
"Lawlor","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.582733575459656,0.703310447091655,0.523719788142247,0.847962382445141,1000,8,8,NA,NA,NA,638,0,8.46,"abl"
"Muraro","DIFS","Refined Louvain",100,"true","submitted","object",1,0.719626734361174,0.784926897449889,0.627495636304433,0.95343367826905,100,10,10,1125,1678,"3:2",2126,0,310.984,"abl"
"Muraro","DIFS","Refined Louvain",300,"true","submitted","object",1,0.66412856027082,0.743183573345876,0.564938280975739,0.953904045155221,300,10,10,1125,1678,"1:1",2126,0,306.16,"abl"
"Muraro","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.667327348908107,0.745470224766566,0.568561657339582,0.954844778927563,1000,10,10,1125,1678,"2:3",2126,0,310.289,"abl"
"Muraro","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.645180489696047,0.728128123975242,0.544971445951333,0.94167450611477,100,9,10,100,NA,NA,2126,0,100.962,"abl"
"Muraro","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.669699848871439,0.746985499949327,0.571416949973419,0.951552210724365,300,10,10,300,NA,NA,2126,0,85.271,"abl"
